id_transaccion,etiqueta,nodos_subgrafo,aristas_subgrafo,I1,I2,I3,I4,I5,J1,J2,J3,J4,J5,S_CLON,S_CNP,prediccion,explicacion
TXN_L_0507,legitima,62,90,0,1,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.25,0.5333,cnp,β1·J1=0.35 | α2·I2=0.25 | β2·J2=0.083
TXN_L_0448,legitima,60,100,0,0,0,0,0.0625,1,0.3333,0.3333,0.3333,0.0,0.0063,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0401,legitima,63,82,1,0,0,0,0.0294,0,0.3333,0.3333,0.3333,0.3158,0.3529,0.2149,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0499,legitima,50,78,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0124,legitima,48,70,0,0,0,0,0.0952,1,0.3333,0.3333,0.3333,0.0,0.0095,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0139,legitima,47,70,0,0,0,1,0.0476,1,0.3333,0.3333,0.3333,0.0,0.1048,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0654,legitima,71,110,0,0,0,0,0.0233,1,0.3333,0.3333,0.3333,0.0,0.0023,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0418,legitima,52,74,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0111,legitima,57,114,0,0,0,1,0.0278,1,0.3333,0.3333,0.3333,0.0,0.1028,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0387,legitima,51,70,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.3333,0.0,0.5666,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0159,legitima,37,58,0,0,0,0,0.1176,1,0.3333,0.3333,0.3333,0.0,0.0118,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0035,clonacion,40,56,1,0,0,0,0.1176,0,0.3333,0.3333,0.3333,0.0,0.3618,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0610,legitima,61,88,1,0,0,1,0.0625,0,0.3333,0.3333,0.3333,0.0,0.4562,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0504,legitima,58,84,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0754,legitima,51,80,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0006,legitima,71,104,1,0,0,0,0.025,0,0.3333,0.3333,0.3333,0.1395,0.3525,0.1973,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0169,legitima,72,114,1,0,0,0,0.0444,0,0.3333,0.3333,0.3333,0.087,0.3544,0.192,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0004,cnp,72,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.3421,0.0,0.5675,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0879,legitima,54,86,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0688,legitima,35,66,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0683,legitima,57,102,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0735,legitima,40,74,0,0,0,0,0.0435,1,0.3333,0.3333,0.3333,0.0,0.0043,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0778,legitima,47,76,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0109,legitima,35,62,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0847,legitima,73,108,1,0,0,0,0.0444,0,0.3333,0.3333,0.3333,0.087,0.3544,0.192,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0000,cnp,75,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.4324,0.0,0.5766,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0154,legitima,37,54,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0151,legitima,52,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0277,legitima,52,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0009,clonacion,56,76,1,0,0,0,0.08,0,0.3333,0.3333,0.3333,0.0,0.358,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0351,legitima,62,100,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0360,legitima,53,68,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.3333,0.35,0.2166,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0740,legitima,49,76,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0217,legitima,42,74,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0812,legitima,28,40,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0018,clonacion,47,62,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0329,legitima,34,46,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0501,legitima,63,104,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0012,legitima,66,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0442,legitima,57,96,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0636,legitima,35,60,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0263,legitima,34,60,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0412,legitima,71,110,0,0,0,1,0.0444,1,0.3333,0.3333,0.3333,0.0889,0.1044,0.5422,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0455,legitima,71,110,1,0,0,0,0.025,0,0.3333,0.3333,0.3333,0.1364,0.3525,0.197,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0828,legitima,54,86,0,0,0,1,0.0385,1,0.3333,0.3333,0.3333,0.0,0.1039,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0339,legitima,57,114,0,0,0,1,0.0278,1,0.3333,0.3333,0.3333,0.0,0.1028,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0834,legitima,51,78,1,0,0,1,0.08,0,0.3333,0.3333,0.3333,0.0,0.458,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0665,legitima,68,104,0,0,0,0,0.0294,1,0.3333,0.3333,0.3333,0.2927,0.0029,0.5626,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0500,legitima,56,88,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0886,legitima,28,52,0,0,0,1,0.3636,1,0.3333,0.3333,0.3333,0.0,0.1364,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0712,legitima,53,88,1,0,0,0,0.0625,0,0.3333,0.3333,0.3333,0.0,0.3562,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0150,legitima,34,60,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0223,legitima,49,76,1,0,0,0,0.087,0,0.3333,0.3333,0.3333,0.0,0.3587,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0350,legitima,63,98,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0146,legitima,63,106,1,0,0,1,0.0556,0,0.3333,0.3333,0.3333,0.0,0.4556,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_P_0022,cnp,58,72,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.4815,0.0,0.5815,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0392,legitima,37,62,0,0,0,1,0.0667,1,0.3333,0.3333,0.3333,0.0,0.1067,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0208,legitima,54,98,0,0,0,0,0.087,1,0.3333,0.3333,0.3333,0.0,0.0087,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0545,legitima,55,86,1,0,0,1,0.08,0,0.3333,0.3333,0.3333,0.0,0.458,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0171,legitima,69,94,1,0,0,1,0.025,0,0.3333,0.3333,0.3333,0.15,0.4525,0.1983,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0172,legitima,45,70,1,0,0,0,0.08,0,0.3333,0.3333,0.3333,0.0,0.358,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_C_0007,clonacion,82,112,1,0,0,0,0.0294,0,0.3333,0.3333,0.3333,0.2927,0.3529,0.2126,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0006,cnp,78,94,0,0,0,0,0.0294,1,0.3333,0.3333,0.3333,0.4524,0.0029,0.5786,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0347,legitima,62,112,0,0,0,1,0.08,1,0.3333,0.3333,0.3333,0.0,0.108,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0893,legitima,63,106,1,0,0,0,0.0278,0,0.3333,0.3333,0.3333,0.0,0.3528,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0261,legitima,54,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0783,legitima,55,88,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0546,legitima,57,90,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0374,legitima,48,74,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0691,legitima,44,66,0,0,0,1,0.1364,1,0.3333,0.3333,0.3333,0.0,0.1136,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0739,legitima,32,42,0,0,0,0,0.0526,1,0.3333,0.3333,0.3333,0.0,0.0053,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0050,legitima,64,104,0,0,0,1,0.0556,1,0.3333,0.3333,0.3333,0.0,0.1056,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0021,legitima,57,90,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0246,legitima,66,100,1,0,0,1,0.0556,0,0.3333,0.3333,0.3333,0.0,0.4556,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0457,legitima,77,112,1,0,0,1,0.0444,0,0.3333,0.3333,0.3333,0.0851,0.4544,0.1918,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0818,legitima,66,92,0,0,0,1,0.1364,1,0.3333,0.3333,0.3333,0.2121,0.1136,0.5545,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0393,legitima,66,100,1,0,0,0,0.0556,0,0.3333,0.3333,0.3333,0.0,0.3556,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0466,legitima,63,104,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0001,legitima,62,98,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0543,legitima,55,72,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.3462,0.35,0.2179,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0122,legitima,75,110,1,0,0,0,0.025,0,0.3333,0.3333,0.3333,0.1364,0.3525,0.197,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0244,legitima,60,104,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0450,legitima,57,82,0,0,0,1,0.0625,1,0.3333,0.3333,0.3333,0.0,0.1063,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0051,legitima,61,94,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0615,legitima,69,120,1,0,0,0,0.0625,0,0.3333,0.3333,0.3333,0.0,0.3562,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0337,legitima,44,62,0,0,0,0,0.0476,1,0.3333,0.3333,0.3333,0.0,0.0048,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0718,legitima,36,48,0,0,0,0,0.0667,1,0.3333,0.3333,0.3333,0.0,0.0067,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0750,legitima,50,70,0,0,0,0,0.0476,1,0.3333,0.3333,0.3333,0.0,0.0048,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0830,legitima,69,110,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0255,legitima,40,64,0,0,0,0,0.1,1,0.3333,0.3333,0.3333,0.0,0.01,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0287,legitima,63,84,1,0,0,0,0.0294,0,0.3333,0.3333,0.3333,0.3333,0.3529,0.2166,indeterminado,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0721,legitima,52,76,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0275,legitima,62,102,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0804,legitima,44,62,0,0,0,0,0.1364,1,0.3333,0.3333,0.3333,0.0,0.0136,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0757,legitima,27,34,0,0,0,1,0.2,1,0.3333,0.3333,0.3333,0.0,0.12,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0860,legitima,64,98,1,0,0,0,0.0625,0,0.3333,0.3333,0.3333,0.0,0.3562,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0085,legitima,58,100,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0716,legitima,59,96,0,0,0,0,0.0278,1,0.3333,0.3333,0.3333,0.0,0.0028,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0849,legitima,74,104,0,0,0,1,0.0444,1,0.3333,0.3333,0.3333,0.0889,0.1044,0.5422,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0027,legitima,68,98,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0182,legitima,68,116,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0037,legitima,72,114,0,0,0,1,0.0444,1,0.3333,0.3333,0.3333,0.087,0.1044,0.542,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0618,legitima,53,88,0,0,0,1,0.0625,1,0.3333,0.3333,0.3333,0.0,0.1063,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0133,legitima,71,110,1,0,0,0,0.0233,0,0.3333,0.3333,0.3333,0.0,0.3523,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0728,legitima,62,94,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0747,legitima,57,102,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0185,legitima,45,62,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0644,legitima,48,70,0,0,0,0,0.0952,1,0.3333,0.3333,0.3333,0.0,0.0095,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0846,legitima,68,106,0,0,0,0,0.0556,1,0.3333,0.3333,0.3333,0.0,0.0056,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0620,legitima,39,64,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0425,legitima,37,58,1,0,0,1,0.1176,0,0.3333,0.3333,0.3333,0.0,0.4618,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_C_0032,clonacion,36,52,1,0,0,0,0.3636,0,0.3333,0.3333,0.3333,0.0,0.3864,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0762,legitima,72,104,0,0,0,0,0.0444,1,0.3333,0.3333,0.3333,0.0889,0.0044,0.5422,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0158,legitima,42,74,1,0,0,0,0.1,0,0.3333,0.3333,0.3333,0.0,0.36,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0165,legitima,37,58,1,0,0,1,0.1176,0,0.3333,0.3333,0.3333,0.0,0.4618,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0039,legitima,26,42,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0612,legitima,33,48,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0780,legitima,50,78,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0097,legitima,45,60,0,0,0,0,0.0385,1,0.3333,0.3333,0.3333,0.0,0.0039,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0600,legitima,66,92,0,0,0,0,0.0278,1,0.3333,0.3333,0.3333,0.1628,0.0028,0.5496,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0589,legitima,44,82,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0722,legitima,61,98,0,0,0,1,0.0233,1,0.3333,0.3333,0.3333,0.0,0.1023,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0025,legitima,69,106,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0646,legitima,35,58,0,0,0,0,0.1176,1,0.3333,0.3333,0.3333,0.0,0.0118,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0572,legitima,47,64,0,0,0,0,0.0385,1,0.3333,0.3333,0.3333,0.0,0.0039,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0270,legitima,36,46,0,0,0,0,0.0667,1,0.3333,0.3333,0.3333,0.0,0.0067,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_P_0008,cnp,52,70,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.4815,0.0,0.5815,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0514,legitima,30,50,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0319,legitima,57,102,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0015,legitima,33,44,0,0,0,0,0.0667,1,0.3333,0.3333,0.3333,0.0,0.0067,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0291,legitima,63,106,0,0,0,0,0.0556,1,0.3333,0.3333,0.3333,0.0,0.0056,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0300,legitima,53,84,1,0,0,1,0.1,0,0.3333,0.3333,0.3333,0.0,0.46,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0843,legitima,67,108,1,0,0,1,0.0278,0,0.3333,0.3333,0.3333,0.0,0.4528,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0254,legitima,51,90,0,0,0,1,0.0,1,0.3333,0.3333,0.3333,0.0,0.1,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0219,legitima,60,102,0,0,0,0,0.0526,1,0.3333,0.3333,0.3333,0.0,0.0053,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0203,legitima,42,64,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0437,legitima,76,124,1,0,0,1,0.0233,0,0.3333,0.3333,0.3333,0.0,0.4523,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0428,legitima,35,62,1,0,0,1,0.0,0,0.3333,0.3333,0.3333,0.0,0.45,0.1833,clonacion,α1·I1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0000,legitima,32,48,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0405,legitima,60,100,1,0,0,0,0.0,0,0.3333,0.3333,0.3333,0.0,0.35,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0349,legitima,39,60,0,0,0,0,0.0,1,0.3333,0.3333,0.3333,0.0,0.0,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0598,legitima,52,74,1,0,0,0,0.0952,0,0.3333,0.3333,0.3333,0.0,0.3595,0.1833,clonacion,α1·I1=0.35 | β2·J2=0.083 | β3·J3=0.067
TXN_L_0789,legitima,48,72,0,0,0,1,0.0526,1,0.3333,0.3333,0.3333,0.0,0.1053,0.5333,cnp,β1·J1=0.35 | α4·I4=0.1 | β2·J2=0.083
TXN_L_0282,legitima,44,58,0,0,0,0,0.0385,1,0.3333,0.3333,0.3333,0.0,0.0039,0.5333,cnp,β1·J1=0.35 | β2·J2=0.083 | β3·J3=0.067
